date,link,situation(day),situation(night),temperature(day),temperature(night),wind(day),wind(night)
20180517,http://www.tianqihoubao.com/lishi/xian/20180517.html,零散阵雨,局部多云,28℃,17℃,西北偏西风3,西北偏西风3
20180518,http://www.tianqihoubao.com/lishi/xian/20180518.html,零散阵雨,局部多云,28℃,17℃,西北偏西风3,西北偏西风3
20180519,http://www.tianqihoubao.com/lishi/xian/20180519.html,零散阵雨,局部多云,28℃,17℃,西北偏西风3,西北偏西风3
20180520,http://www.tianqihoubao.com/lishi/xian/20180520.html,零散阵雨,局部多云,28℃,17℃,西北偏西风3,西北偏西风3
20180521,http://www.tianqihoubao.com/lishi/xian/20180521.html,零散阵雨,局部多云,28℃,17℃,西北偏西风3,西北偏西风3
20180522,http://www.tianqihoubao.com/lishi/xian/20180522.html,零散阵雨,局部多云,28℃,17℃,西北偏西风3,西北偏西风3
20180523,http://www.tianqihoubao.com/lishi/xian/20180523.html,零散阵雨,局部多云,28℃,17℃,西北偏西风3,西北偏西风3
20180524,http://www.tianqihoubao.com/lishi/xian/20180524.html,多云,小雨,25℃,15℃,东北风1-2级,东北风1-2级
20180525,http://www.tianqihoubao.com/lishi/xian/20180525.html,多云,多云,30℃,19℃,西南风1-2级,西南风1-2级
20180526,http://www.tianqihoubao.com/lishi/xian/20180526.html,阵雨,多云,24℃,13℃,西风4-5级,西风4-5级
20180527,http://www.tianqihoubao.com/lishi/xian/20180527.html,晴间多云,阴,28℃,16℃,无持续风向1-2级,无持续风向1-2级
20180528,http://www.tianqihoubao.com/lishi/xian/20180528.html,零散阵雨,局部多云,28℃,17℃,西北偏西风3,西北偏西风3
20180529,http://www.tianqihoubao.com/lishi/xian/20180529.html,零散阵雨,局部多云,28℃,17℃,西北偏西风3,西北偏西风3
20180530,http://www.tianqihoubao.com/lishi/xian/20180530.html,零散阵雨,局部多云,28℃,17℃,西北偏西风3,西北偏西风3
20180531,http://www.tianqihoubao.com/lishi/xian/20180531.html,多云,多云,33℃,18℃,东风3-4级,东风3-4级
20180201,http://www.tianqihoubao.com/lishi/xian/20180201.html,雾,局部多云,4℃,-7℃,西南风2,西南风2
20180202,http://www.tianqihoubao.com/lishi/xian/20180202.html,少云,少云,-1℃,-10℃,西南偏南风2,西南偏南风2
20180203,http://www.tianqihoubao.com/lishi/xian/20180203.html,少云,晴,1℃,-9℃,东南风2,东南风2
20180204,http://www.tianqihoubao.com/lishi/xian/20180204.html,晴,少云,3℃,-8℃,西南风2,西南风2
20180205,http://www.tianqihoubao.com/lishi/xian/20180205.html,晴,晴,5℃,-7℃,西南偏南风1,西南偏南风1
20180206,http://www.tianqihoubao.com/lishi/xian/20180206.html,晴,少云,7℃,-4℃,西南风2,西南风2
20180207,http://www.tianqihoubao.com/lishi/xian/20180207.html,局部多云,局部多云,6℃,-5℃,西南偏南风1,西南偏南风1
20180208,http://www.tianqihoubao.com/lishi/xian/20180208.html,局部多云,局部多云,9℃,-3℃,西北风2,西北风2
20180209,http://www.tianqihoubao.com/lishi/xian/20180209.html,阴天,阴天,8℃,-3℃,西南偏西风2,西南偏西风2
20180210,http://www.tianqihoubao.com/lishi/xian/20180210.html,局部多云,晴,5℃,-5℃,西风3,西风3
20180211,http://www.tianqihoubao.com/lishi/xian/20180211.html,少云,晴,6℃,-5℃,西南偏西风2,西南偏西风2
20180212,http://www.tianqihoubao.com/lishi/xian/20180212.html,少云,晴,9℃,-4℃,东北偏东风2,东北偏东风2
20180213,http://www.tianqihoubao.com/lishi/xian/20180213.html,晴,局部多云,14℃,-1℃,西南风2,西南风2
20180214,http://www.tianqihoubao.com/lishi/xian/20180214.html,局部多云,阴天,14℃,0℃,东北偏北风2,东北偏北风2
20180215,http://www.tianqihoubao.com/lishi/xian/20180215.html,局部多云,局部多云,10℃,-2℃,东北风3,东北风3
20180216,http://www.tianqihoubao.com/lishi/xian/20180216.html,局部多云,零散阵雨,5℃,1℃,,西风2
20180217,http://www.tianqihoubao.com/lishi/xian/20180217.html,零散阵雨,多云,7℃,1℃,西北偏西风3,西北偏西风3
20180218,http://www.tianqihoubao.com/lishi/xian/20180218.html,雾,零散阵雨,11℃,1℃,西风2,西风2
20180219,http://www.tianqihoubao.com/lishi/xian/20180219.html,少云,阴天,13℃,2℃,东北偏北风2,东北偏北风2
20180220,http://www.tianqihoubao.com/lishi/xian/20180220.html,雨,阵雨,8℃,-1℃,3,3
20180221,http://www.tianqihoubao.com/lishi/xian/20180221.html,晴,局部多云,9℃,-2℃,西南风2,西南风2
20180222,http://www.tianqihoubao.com/lishi/xian/20180222.html,少云,少云,16℃,-1℃,,西北偏北风2
20180223,http://www.tianqihoubao.com/lishi/xian/20180223.html,少云,局部多云,16℃,2℃,西北偏西风2,西北偏西风2
20180224,http://www.tianqihoubao.com/lishi/xian/20180224.html,晴,局部多云,14℃,0℃,东南偏南风1,东南偏南风1
20180225,http://www.tianqihoubao.com/lishi/xian/20180225.html,少云,晴,18℃,1℃,东北风2,东北风2
20180226,http://www.tianqihoubao.com/lishi/xian/20180226.html,阴天,多云,19℃,6℃,东北偏北风2,东北偏北风2
20180227,http://www.tianqihoubao.com/lishi/xian/20180227.html,局部多云,局部多云,18℃,3℃,东北偏东风2,东北偏东风2
20180228,http://www.tianqihoubao.com/lishi/xian/20180228.html,晴,阴天,22℃,7℃,东南风3,东南风3
20180801,http://www.tianqihoubao.com/lishi/xian/20180801.html,阵雨,阵雨,31℃,21℃,东风3,东风3
20180802,http://www.tianqihoubao.com/lishi/xian/20180802.html,阵雨,晴,36℃,25℃,东南风3-4级,东南风3-4级
20180803,http://www.tianqihoubao.com/lishi/xian/20180803.html,阵雨,阵雨,31℃,21℃,东风3,东风3
20180804,http://www.tianqihoubao.com/lishi/xian/20180804.html,晴,阵雨,38℃,25℃,东风1-2级,东风1-2级
20180805,http://www.tianqihoubao.com/lishi/xian/20180805.html,晴,多云,39℃,26℃,东风1-2级,东风1-2级
20180806,http://www.tianqihoubao.com/lishi/xian/20180806.html,阵雨,阵雨,31℃,21℃,东风3,东风3
20180807,http://www.tianqihoubao.com/lishi/xian/20180807.html,小雨,小雨,39℃,26℃,东南风1-2级,东南风1-2级
20180808,http://www.tianqihoubao.com/lishi/xian/20180808.html,晴,多云,37℃,27℃,东风3-4级,东风3-4级
20180809,http://www.tianqihoubao.com/lishi/xian/20180809.html,阵雨,阵雨,31℃,21℃,东风3,东风3
20180810,http://www.tianqihoubao.com/lishi/xian/20180810.html,阵雨,阵雨,31℃,21℃,东风3,东风3
20180811,http://www.tianqihoubao.com/lishi/xian/20180811.html,阴,多云,37℃,24℃,东风1-2级,东风1-2级
20180812,http://www.tianqihoubao.com/lishi/xian/20180812.html,阵雨,阵雨,31℃,21℃,东风3,东风3
20180813,http://www.tianqihoubao.com/lishi/xian/20180813.html,多云,晴,37℃,25℃,东北风3-4级,东北风3-4级
20180814,http://www.tianqihoubao.com/lishi/xian/20180814.html,晴,晴,36℃,25℃,东北风1-2级,东北风1-2级
20180815,http://www.tianqihoubao.com/lishi/xian/20180815.html,阵雨,阵雨,31℃,21℃,东风3,东风3
20180816,http://www.tianqihoubao.com/lishi/xian/20180816.html,小雨,小雨,33℃,22℃,西风3-4级,西风3-4级
20180817,http://www.tianqihoubao.com/lishi/xian/20180817.html,阵雨,多云,32℃,23℃,东北风1-2级,东北风1-2级
20180818,http://www.tianqihoubao.com/lishi/xian/20180818.html,阵雨,阵雨,31℃,21℃,东风3,东风3
20180819,http://www.tianqihoubao.com/lishi/xian/20180819.html,晴,晴,35℃,23℃,东北风1-2级,东北风1-2级
20180820,http://www.tianqihoubao.com/lishi/xian/20180820.html,阵雨,阵雨,31℃,21℃,东风3,东风3
20180821,http://www.tianqihoubao.com/lishi/xian/20180821.html,多云,小雨,35℃,24℃,东南风1-2级,东南风1-2级
20180822,http://www.tianqihoubao.com/lishi/xian/20180822.html,阴,多云,28℃,22℃,西风4-5级,西风4-5级
20180823,http://www.tianqihoubao.com/lishi/xian/20180823.html,多云,晴,31℃,20℃,北风1-2级,北风1-2级
20180824,http://www.tianqihoubao.com/lishi/xian/20180824.html,晴,晴,32℃,22℃,东北风3-4级,东北风3-4级
20180825,http://www.tianqihoubao.com/lishi/xian/20180825.html,阵雨,阵雨,31℃,21℃,东风3,东风3
20180826,http://www.tianqihoubao.com/lishi/xian/20180826.html,晴,晴,34℃,25℃,东风3-4级,东风3-4级
20180827,http://www.tianqihoubao.com/lishi/xian/20180827.html,多云,多云,34℃,22℃,东北风3-4级,东北风3-4级
20180828,http://www.tianqihoubao.com/lishi/xian/20180828.html,多云,多云,34℃,23℃,东北风1-2级,东北风1-2级
20180829,http://www.tianqihoubao.com/lishi/xian/20180829.html,晴,晴,35℃,24℃,东北风3-4级,东北风3-4级
20180830,http://www.tianqihoubao.com/lishi/xian/20180830.html,多云,多云,35℃,24℃,东北风1-2级,东北风1-2级
20180831,http://www.tianqihoubao.com/lishi/xian/20180831.html,多云,多云,35℃,25℃,东风3-4级,东风3-4级
20181001,http://www.tianqihoubao.com/lishi/xian/20181001.html,晴,晴,23℃,11℃,南风1-2级,南风1-2级
20181002,http://www.tianqihoubao.com/lishi/xian/20181002.html,晴,多云,23℃,9℃,东风1-2级,东风1-2级
20181003,http://www.tianqihoubao.com/lishi/xian/20181003.html,晴,晴,25℃,9℃,东北风1-2级,东北风1-2级
20181004,http://www.tianqihoubao.com/lishi/xian/20181004.html,晴,多云,25℃,11℃,东北风1-2级,东北风1-2级
20181005,http://www.tianqihoubao.com/lishi/xian/20181005.html,晴,多云,25℃,11℃,西南风1-2级,西南风1-2级
20181006,http://www.tianqihoubao.com/lishi/xian/20181006.html,阴,阴,21℃,11℃,西南风1-2级,西南风1-2级
20181007,http://www.tianqihoubao.com/lishi/xian/20181007.html,阴,阴,21℃,12℃,东北风1-2级,东北风1-2级
20181008,http://www.tianqihoubao.com/lishi/xian/20181008.html,小雨,阴,19℃,9℃,西南风1-2级,西南风1-2级
20181009,http://www.tianqihoubao.com/lishi/xian/20181009.html,多云,晴,21℃,10℃,南风1-2级,南风1-2级
20181010,http://www.tianqihoubao.com/lishi/xian/20181010.html,晴,多云,21℃,7℃,东北风1-2级,东北风1-2级
20181011,http://www.tianqihoubao.com/lishi/xian/20181011.html,阴,多云,20℃,8℃,东北风1-2级,东北风1-2级
20181012,http://www.tianqihoubao.com/lishi/xian/20181012.html,多云,多云,22℃,13℃,东北风1-2级,东北风1-2级
20181013,http://www.tianqihoubao.com/lishi/xian/20181013.html,小雨,多云,19℃,11℃,东风3-4级,东风3-4级
20181014,http://www.tianqihoubao.com/lishi/xian/20181014.html,阴,阴,18℃,10℃,北风1-2级,北风1-2级
20181015,http://www.tianqihoubao.com/lishi/xian/20181015.html,晴,晴,21℃,9℃,北风1-2级,北风1-2级
20181016,http://www.tianqihoubao.com/lishi/xian/20181016.html,多云,多云,22℃,10℃,东北风1-2级,东北风1-2级
20181017,http://www.tianqihoubao.com/lishi/xian/20181017.html,多云,多云,20℃,11℃,东北风3-4级,东北风3-4级
20181018,http://www.tianqihoubao.com/lishi/xian/20181018.html,阴,阴,22℃,12℃,东南风4-5级,东南风4-5级
20181019,http://www.tianqihoubao.com/lishi/xian/20181019.html,阴,阴,17℃,10℃,东风1-2级,东风1-2级
20181020,http://www.tianqihoubao.com/lishi/xian/20181020.html,阴,阴,16℃,10℃,东北风1-2级,东北风1-2级
20181021,http://www.tianqihoubao.com/lishi/xian/20181021.html,小雨,多云,16℃,8℃,西风1-2级,西风1-2级
20181022,http://www.tianqihoubao.com/lishi/xian/20181022.html,多云,多云,20℃,7℃,西南风3-4级,西南风3-4级
20181023,http://www.tianqihoubao.com/lishi/xian/20181023.html,晴,多云,21℃,7℃,东北风1-2级,东北风1-2级
20181024,http://www.tianqihoubao.com/lishi/xian/20181024.html,多云,小雨,20℃,12℃,东北风1-2级,东北风1-2级
20181025,http://www.tianqihoubao.com/lishi/xian/20181025.html,小雨,晴,20℃,6℃,西风3-4级,西风3-4级
20181026,http://www.tianqihoubao.com/lishi/xian/20181026.html,晴,晴,19℃,5℃,西风1-2级,西风1-2级
20181027,http://www.tianqihoubao.com/lishi/xian/20181027.html,晴,晴,20℃,4℃,西南风1-2级,西南风1-2级
20181028,http://www.tianqihoubao.com/lishi/xian/20181028.html,晴,晴,21℃,5℃,西风1-2级,西风1-2级
20181029,http://www.tianqihoubao.com/lishi/xian/20181029.html,晴,多云,22℃,7℃,西风3-4级,西风3-4级
20181030,http://www.tianqihoubao.com/lishi/xian/20181030.html,多云,晴,23℃,5℃,西风1-2级,西风1-2级
20181031,http://www.tianqihoubao.com/lishi/xian/20181031.html,晴,晴,22℃,5℃,东北风1-2级,东北风1-2级
20181201,http://www.tianqihoubao.com/lishi/xian/20181201.html,霾,霾,12℃,2℃,东北风1-2级,东北风1-2级
20181202,http://www.tianqihoubao.com/lishi/xian/20181202.html,霾,霾,11℃,3℃,西风1-2级,西风1-2级
20181203,http://www.tianqihoubao.com/lishi/xian/20181203.html,霾,霾,9℃,-1℃,西南风1-2级,西南风1-2级
20181204,http://www.tianqihoubao.com/lishi/xian/20181204.html,多云,阴,7℃,0℃,东北风1-2级,东北风1-2级
20181205,http://www.tianqihoubao.com/lishi/xian/20181205.html,小雨,晴,5℃,-1℃,西南风1-2级,西南风1-2级
20181206,http://www.tianqihoubao.com/lishi/xian/20181206.html,多云,阴,6℃,-2℃,东北风1-2级,东北风1-2级
20181207,http://www.tianqihoubao.com/lishi/xian/20181207.html,小雪,多云,2℃,-3℃,东北风3-4级,东北风3-4级
20181208,http://www.tianqihoubao.com/lishi/xian/20181208.html,阴,多云,0℃,-6℃,东北风1-2级,东北风1-2级
20181209,http://www.tianqihoubao.com/lishi/xian/20181209.html,多云,多云,2℃,-4℃,东北风1-2级,东北风1-2级
20181210,http://www.tianqihoubao.com/lishi/xian/20181210.html,阴,多云,2℃,-4℃,西北风1-2级,西北风1-2级
20181211,http://www.tianqihoubao.com/lishi/xian/20181211.html,多云,多云,2℃,-5℃,南风1-2级,南风1-2级
20181212,http://www.tianqihoubao.com/lishi/xian/20181212.html,晴,晴,3℃,-5℃,北风1-2级,北风1-2级
20181213,http://www.tianqihoubao.com/lishi/xian/20181213.html,霾,霾,4℃,-5℃,东北风1-2级,东北风1-2级
20181214,http://www.tianqihoubao.com/lishi/xian/20181214.html,霾,霾,4℃,-2℃,东北风1-2级,东北风1-2级
20181215,http://www.tianqihoubao.com/lishi/xian/20181215.html,霾,霾,8℃,-2℃,西风1-2级,西风1-2级
20181216,http://www.tianqihoubao.com/lishi/xian/20181216.html,晴,晴,11℃,-2℃,西南风1-2级,西南风1-2级
20181217,http://www.tianqihoubao.com/lishi/xian/20181217.html,晴,晴,9℃,-1℃,北风1-2级,北风1-2级
20181218,http://www.tianqihoubao.com/lishi/xian/20181218.html,霾,阴,10℃,-2℃,西南风1-2级,西南风1-2级
20181219,http://www.tianqihoubao.com/lishi/xian/20181219.html,阴,晴,9℃,-2℃,东北风1-2级,东北风1-2级
20181220,http://www.tianqihoubao.com/lishi/xian/20181220.html,霾,霾,8℃,-1℃,东北风1-2级,东北风1-2级
20181221,http://www.tianqihoubao.com/lishi/xian/20181221.html,阴,阴,8℃,0℃,东北风1-2级,东北风1-2级
20181222,http://www.tianqihoubao.com/lishi/xian/20181222.html,阴,多云,6℃,-3℃,西风1-2级,西风1-2级
20181223,http://www.tianqihoubao.com/lishi/xian/20181223.html,多云,阴,4℃,-2℃,东北风1-2级,东北风1-2级
20181224,http://www.tianqihoubao.com/lishi/xian/20181224.html,阴,阴,2℃,-2℃,北风1-2级,北风1-2级
20181225,http://www.tianqihoubao.com/lishi/xian/20181225.html,多云,多云,7℃,-1℃,西南风1-2级,西南风1-2级
20181226,http://www.tianqihoubao.com/lishi/xian/20181226.html,阴,阴,6℃,0℃,东北风1-2级,东北风1-2级
20181227,http://www.tianqihoubao.com/lishi/xian/20181227.html,小雪,小雪,1℃,-3℃,东北风3-4级,东北风3-4级
20181228,http://www.tianqihoubao.com/lishi/xian/20181228.html,阴,多云,-1℃,-6℃,东北风1-2级,东北风1-2级
20181229,http://www.tianqihoubao.com/lishi/xian/20181229.html,多云,多云,0℃,-7℃,东北风1-2级,东北风1-2级
20181230,http://www.tianqihoubao.com/lishi/xian/20181230.html,晴,多云,3℃,-6℃,东北风3-4级,东北风3-4级
20181231,http://www.tianqihoubao.com/lishi/xian/20181231.html,晴,晴,2℃,-6℃,北风1-2级,北风1-2级
20180301,http://www.tianqihoubao.com/lishi/xian/20180301.html,刮风,少云,16℃,2℃,东北风5,东北风5
20180302,http://www.tianqihoubao.com/lishi/xian/20180302.html,局部多云,少云,19℃,4℃,东北偏北风2,东北偏北风2
20180303,http://www.tianqihoubao.com/lishi/xian/20180303.html,晴,零散阵雨,23℃,10℃,东北偏北风3,东北偏北风3
20180304,http://www.tianqihoubao.com/lishi/xian/20180304.html,雨,局部多云,12℃,2℃,西南偏西风2,西南偏西风2
20180305,http://www.tianqihoubao.com/lishi/xian/20180305.html,阵雨,多云,15℃,4℃,东北偏东风3,东北偏东风3
20180306,http://www.tianqihoubao.com/lishi/xian/20180306.html,阵雨,阵雨,9℃,2℃,东北偏东风3,东北偏东风3
20180307,http://www.tianqihoubao.com/lishi/xian/20180307.html,雾,局部多云,13℃,0℃,西南风3,西南风3
20180308,http://www.tianqihoubao.com/lishi/xian/20180308.html,少云,局部多云,16℃,1℃,东北风3,东北风3
20180401,http://www.tianqihoubao.com/lishi/xian/20180401.html,少云,晴,28℃,11℃,西南偏西风2,西南偏西风2
20180402,http://www.tianqihoubao.com/lishi/xian/20180402.html,局部多云,晴,32℃,13℃,西北风1,西北风1
20180403,http://www.tianqihoubao.com/lishi/xian/20180403.html,晴,少云,32℃,10℃,西风1,西风1
20180404,http://www.tianqihoubao.com/lishi/xian/20180404.html,晴,零散阵雨,24℃,8℃,东北偏东风4,东北偏东风4
20180405,http://www.tianqihoubao.com/lishi/xian/20180405.html,多云,局部多云,18℃,6℃,西南偏西风3,西南偏西风3
20180406,http://www.tianqihoubao.com/lishi/xian/20180406.html,少云,晴,16℃,2℃,西北偏西风4,西北偏西风4
20180407,http://www.tianqihoubao.com/lishi/xian/20180407.html,晴,晴,19℃,6℃,南风2,南风2
20180408,http://www.tianqihoubao.com/lishi/xian/20180408.html,晴,晴,27℃,10℃,西南偏南风2,西南偏南风2
20180409,http://www.tianqihoubao.com/lishi/xian/20180409.html,晴,晴,28℃,11℃,东南偏南风2,东南偏南风2
20180410,http://www.tianqihoubao.com/lishi/xian/20180410.html,局部多云,局部多云,24℃,11℃,东北风3,东北风3
20180309,http://www.tianqihoubao.com/lishi/xian/20180309.html,少云,少云,19℃,3℃,东北风2,东北风2
20180310,http://www.tianqihoubao.com/lishi/xian/20180310.html,阴天,局部多云,18℃,6℃,东风2,东风2
20180311,http://www.tianqihoubao.com/lishi/xian/20180311.html,晴,晴,22℃,6℃,东北风4,东北风4
20180312,http://www.tianqihoubao.com/lishi/xian/20180312.html,晴,少云,24℃,7℃,东北偏北风2,东北偏北风2
20180313,http://www.tianqihoubao.com/lishi/xian/20180313.html,少云,少云,25℃,8℃,北风1,北风1
20180314,http://www.tianqihoubao.com/lishi/xian/20180314.html,晴,晴,26℃,8℃,东北偏东风2,东北偏东风2
20180315,http://www.tianqihoubao.com/lishi/xian/20180315.html,少云,少云,26℃,6℃,东北风3,东北风3
20180316,http://www.tianqihoubao.com/lishi/xian/20180316.html,刮风,多云,17℃,5℃,东风6,东风6
20180317,http://www.tianqihoubao.com/lishi/xian/20180317.html,雨,零散阵雨,6℃,3℃,东北偏东风2,东北偏东风2
20180318,http://www.tianqihoubao.com/lishi/xian/20180318.html,多云,多云,13℃,6℃,西南风2,西南风2
20180319,http://www.tianqihoubao.com/lishi/xian/20180319.html,多云,局部多云,15℃,5℃,东北偏东风2,东北偏东风2
20180320,http://www.tianqihoubao.com/lishi/xian/20180320.html,局部多云,晴,16℃,3℃,东北偏北风2,东北偏北风2
20180411,http://www.tianqihoubao.com/lishi/xian/20180411.html,局部多云,局部多云,23℃,11℃,东北偏东风2,东北偏东风2
20180412,http://www.tianqihoubao.com/lishi/xian/20180412.html,阵雨,雨,16℃,11℃,东北风3,东北风3
20180413,http://www.tianqihoubao.com/lishi/xian/20180413.html,雨,多云,12℃,9℃,西南偏西风3,西南偏西风3
20180414,http://www.tianqihoubao.com/lishi/xian/20180414.html,局部多云,局部多云,18℃,6℃,西南偏西风3,西南偏西风3
20180415,http://www.tianqihoubao.com/lishi/xian/20180415.html,少云,局部多云,21℃,7℃,东北偏北风2,东北偏北风2
20180417,http://www.tianqihoubao.com/lishi/xian/20180417.html,晴,晴,28℃,12℃,东北偏北风2,东北偏北风2
20180418,http://www.tianqihoubao.com/lishi/xian/20180418.html,晴,晴,32℃,16℃,东北风3,东北风3
20180419,http://www.tianqihoubao.com/lishi/xian/20180419.html,少云,局部多云,35℃,18℃,东南偏南风4,东南偏南风4
20180420,http://www.tianqihoubao.com/lishi/xian/20180420.html,阵雨,零散阵雨,27℃,14℃,西南偏西风3,西南偏西风3
20180421,http://www.tianqihoubao.com/lishi/xian/20180421.html,雾,阴天,29℃,17℃,西南风2,西南风2
20180422,http://www.tianqihoubao.com/lishi/xian/20180422.html,零散阵雨,阴天,26℃,14℃,东北风3,东北风3
20180423,http://www.tianqihoubao.com/lishi/xian/20180423.html,多云,阴天,22℃,15℃,东南偏南风2,东南偏南风2
20180424,http://www.tianqihoubao.com/lishi/xian/20180424.html,多云,阵雨,18℃,13℃,西南偏西风3,西南偏西风3
20180425,http://www.tianqihoubao.com/lishi/xian/20180425.html,零散阵雨,局部多云,19℃,10℃,南风2,南风2
20180321,http://www.tianqihoubao.com/lishi/xian/20180321.html,局部多云,少云,21℃,6℃,西南风3,西南风3
20180322,http://www.tianqihoubao.com/lishi/xian/20180322.html,少云,晴,22℃,7℃,南风3,南风3
20180323,http://www.tianqihoubao.com/lishi/xian/20180323.html,阴天,局部多云,23℃,9℃,西南偏南风2,西南偏南风2
20180324,http://www.tianqihoubao.com/lishi/xian/20180324.html,少云,局部多云,22℃,8℃,东北风4,东北风4
20180325,http://www.tianqihoubao.com/lishi/xian/20180325.html,局部多云,局部多云,23℃,9℃,东北风3,东北风3
20180326,http://www.tianqihoubao.com/lishi/xian/20180326.html,局部多云,局部多云,26℃,11℃,西南风3,西南风3
20180327,http://www.tianqihoubao.com/lishi/xian/20180327.html,少云,局部多云,29℃,12℃,西南风2,西南风2
20180328,http://www.tianqihoubao.com/lishi/xian/20180328.html,晴,晴,30℃,13℃,东北偏北风2,东北偏北风2
20180329,http://www.tianqihoubao.com/lishi/xian/20180329.html,局部多云,晴,29℃,13℃,东南偏东风4,东南偏东风4
20180330,http://www.tianqihoubao.com/lishi/xian/20180330.html,局部多云,少云,26℃,13℃,东北风4,东北风4
20180331,http://www.tianqihoubao.com/lishi/xian/20180331.html,多云,局部多云,27℃,14℃,西南偏西风2,西南偏西风2
20180426,http://www.tianqihoubao.com/lishi/xian/20180426.html,少云,晴,28℃,12℃,西南偏南风2,西南偏南风2
20180427,http://www.tianqihoubao.com/lishi/xian/20180427.html,少云,局部多云,30℃,16℃,东北风2,东北风2
20180428,http://www.tianqihoubao.com/lishi/xian/20180428.html,局部多云,局部多云,28℃,14℃,东南偏东风2,东南偏东风2
20180429,http://www.tianqihoubao.com/lishi/xian/20180429.html,少云,少云,31℃,16℃,西南偏西风3,西南偏西风3
20180430,http://www.tianqihoubao.com/lishi/xian/20180430.html,局部多云,多云,30℃,16℃,西南偏西风2,西南偏西风2
20190701,http://www.tianqihoubao.com/lishi/xian/20190701.html,晴,阴,34℃,22℃,无持续风向1-2级,无持续风向1-2级
20190702,http://www.tianqihoubao.com/lishi/xian/20190702.html,阴,多云,35℃,21℃,东北风3-4级,东北风3-4级
20190703,http://www.tianqihoubao.com/lishi/xian/20190703.html,阴,阴,33℃,21℃,东风3-4级,东风3-4级
20190704,http://www.tianqihoubao.com/lishi/xian/20190704.html,多云,晴,34℃,22℃,东南风3-4级,东南风3-4级
20190705,http://www.tianqihoubao.com/lishi/xian/20190705.html,晴,晴,35℃,20℃,西南风1-2级,西南风1-2级
20190706,http://www.tianqihoubao.com/lishi/xian/20190706.html,多云,多云,35℃,20℃,南风1-2级,南风1-2级
20190707,http://www.tianqihoubao.com/lishi/xian/20190707.html,多云,阴,34℃,21℃,东北风3-4级,东北风3-4级
20190708,http://www.tianqihoubao.com/lishi/xian/20190708.html,小雨,小雨,24℃,18℃,东北风1-2级,东北风1-2级
20190709,http://www.tianqihoubao.com/lishi/xian/20190709.html,多云,阵雨,28℃,19℃,南风1-2级,南风1-2级
20190710,http://www.tianqihoubao.com/lishi/xian/20190710.html,多云,阴,31℃,18℃,东北风1-2级,东北风1-2级
20190711,http://www.tianqihoubao.com/lishi/xian/20190711.html,多云,阵雨,32℃,20℃,南风1-2级,南风1-2级
20190712,http://www.tianqihoubao.com/lishi/xian/20190712.html,多云,晴,31℃,19℃,东风1-2级,东风1-2级
20190713,http://www.tianqihoubao.com/lishi/xian/20190713.html,晴,多云,36℃,21℃,北风1-2级,北风1-2级
20190714,http://www.tianqihoubao.com/lishi/xian/20190714.html,多云,多云,37℃,23℃,东南风3-4级,东南风3-4级
20190715,http://www.tianqihoubao.com/lishi/xian/20190715.html,多云,阴,36℃,25℃,东南风4-5级,东南风4-5级
20190716,http://www.tianqihoubao.com/lishi/xian/20190716.html,小雨,中雨,29℃,21℃,东南风1-2级,东南风1-2级
20190717,http://www.tianqihoubao.com/lishi/xian/20190717.html,中雨,中雨,25℃,21℃,东北风1-2级,东北风1-2级
20190718,http://www.tianqihoubao.com/lishi/xian/20190718.html,小雨,小雨,26℃,21℃,东北风1-2级,东北风1-2级
20190719,http://www.tianqihoubao.com/lishi/xian/20190719.html,小雨,阴,29℃,22℃,西风1-2级,西风1-2级
20190720,http://www.tianqihoubao.com/lishi/xian/20190720.html,多云,多云,32℃,23℃,东南风1-2级,东南风1-2级
20190721,http://www.tianqihoubao.com/lishi/xian/20190721.html,多云,阴,35℃,25℃,东风4-5级,东风4-5级
20190722,http://www.tianqihoubao.com/lishi/xian/20190722.html,小雨,阴,27℃,20℃,西南风3-4级,西南风3-4级
20190723,http://www.tianqihoubao.com/lishi/xian/20190723.html,多云,多云,34℃,22℃,南风1-2级,南风1-2级
20190724,http://www.tianqihoubao.com/lishi/xian/20190724.html,多云,多云,34℃,24℃,北风1-2级,北风1-2级
20190725,http://www.tianqihoubao.com/lishi/xian/20190725.html,多云,晴,36℃,24℃,东南风1-2级,东南风1-2级
20190726,http://www.tianqihoubao.com/lishi/xian/20190726.html,晴,晴,37℃,25℃,东南风4-5级,东南风4-5级
20190727,http://www.tianqihoubao.com/lishi/xian/20190727.html,多云,多云,38℃,25℃,南风3-4级,南风3-4级
20190728,http://www.tianqihoubao.com/lishi/xian/20190728.html,小雨,小雨,40℃,26℃,东南风3-4级,东南风3-4级
20190729,http://www.tianqihoubao.com/lishi/xian/20190729.html,小雨,阴,33℃,22℃,西风3-4级,西风3-4级
20190730,http://www.tianqihoubao.com/lishi/xian/20190730.html,多云,多云,34℃,21℃,东北风1-2级,东北风1-2级
20190731,http://www.tianqihoubao.com/lishi/xian/20190731.html,晴,晴,36℃,23℃,东北风1-2级,东北风1-2级
20190201,http://www.tianqihoubao.com/lishi/xian/20190201.html,晴,多云,7℃,-3℃,东北风1-2级,东北风1-2级
20190202,http://www.tianqihoubao.com/lishi/xian/20190202.html,多云,阴,8℃,-2℃,西风1-2级,西风1-2级
20190203,http://www.tianqihoubao.com/lishi/xian/20190203.html,晴,多云,9℃,-3℃,西南风3-4级,西南风3-4级
