date,link,situation,temperature,wind
2018年01月30日,http://www.tianqihoubao.com/lishi/xian/20180130.html,局部多云/局部多云,0℃/-10℃,西南偏西风3/西南偏西风3
2018年01月31日,http://www.tianqihoubao.com/lishi/xian/20180131.html,晴/晴,2℃/-10℃,西南偏南风2/西南偏南风2
2018年11月01日,http://www.tianqihoubao.com/lishi/xian/20181101.html,晴/晴,22℃/6℃,东北风3-4级/东北风3-4级
2018年11月02日,http://www.tianqihoubao.com/lishi/xian/20181102.html,晴/晴,22℃/9℃,东南风4-5级/东南风4-5级
2018年11月03日,http://www.tianqihoubao.com/lishi/xian/20181103.html,多云/多云,18℃/8℃,西南风1-2级/西南风1-2级
2018年11月04日,http://www.tianqihoubao.com/lishi/xian/20181104.html,阴/小雨,13℃/6℃,西风3-4级/西风3-4级
2018年11月05日,http://www.tianqihoubao.com/lishi/xian/20181105.html,小雨/小雨,10℃/6℃,东风1-2级/东风1-2级
2018年11月06日,http://www.tianqihoubao.com/lishi/xian/20181106.html,小雨/小雨,7℃/4℃,西南风1-2级/西南风1-2级
2018年11月07日,http://www.tianqihoubao.com/lishi/xian/20181107.html,小雨/晴,8℃/0℃,西南风1-2级/西南风1-2级
2018年11月08日,http://www.tianqihoubao.com/lishi/xian/20181108.html,晴/晴,16℃/1℃,北风1-2级/北风1-2级
2018年11月09日,http://www.tianqihoubao.com/lishi/xian/20181109.html,晴/多云,16℃/4℃,东北风1-2级/东北风1-2级
2018年11月10日,http://www.tianqihoubao.com/lishi/xian/20181110.html,阴/多云,13℃/2℃,东南风1-2级/东南风1-2级
2018年11月11日,http://www.tianqihoubao.com/lishi/xian/20181111.html,多云/多云,15℃/2℃,东北风1-2级/东北风1-2级
2018年11月12日,http://www.tianqihoubao.com/lishi/xian/20181112.html,多云/晴,14℃/3℃,东北风1-2级/东北风1-2级
2018年11月13日,http://www.tianqihoubao.com/lishi/xian/20181113.html,多云/阴,14℃/3℃,东北风1-2级/东北风1-2级
2018年11月14日,http://www.tianqihoubao.com/lishi/xian/20181114.html,小雨/阴,10℃/5℃,西南风1-2级/西南风1-2级
2018年11月15日,http://www.tianqihoubao.com/lishi/xian/20181115.html,小雨/小雨,10℃/5℃,西南风1-2级/西南风1-2级
2018年11月16日,http://www.tianqihoubao.com/lishi/xian/20181116.html,小雨/小雨,5℃/1℃,西风1-2级/西风1-2级
2018年11月17日,http://www.tianqihoubao.com/lishi/xian/20181117.html,阴/阴,7℃/1℃,西南风1-2级/西南风1-2级
2018年11月18日,http://www.tianqihoubao.com/lishi/xian/20181118.html,多云/晴,10℃/0℃,西风1-2级/西风1-2级
2018年11月19日,http://www.tianqihoubao.com/lishi/xian/20181119.html,多云/多云,12℃/0℃,南风1-2级/南风1-2级
2018年11月20日,http://www.tianqihoubao.com/lishi/xian/20181120.html,多云/多云,9℃/1℃,西南风1-2级/西南风1-2级
2018年11月21日,http://www.tianqihoubao.com/lishi/xian/20181121.html,晴/多云,9℃/-2℃,西风1-2级/西风1-2级
2018年11月22日,http://www.tianqihoubao.com/lishi/xian/20181122.html,多云/晴,12℃/0℃,东风1-2级/东风1-2级
2018年11月23日,http://www.tianqihoubao.com/lishi/xian/20181123.html,晴/多云,15℃/0℃,东南风1-2级/东南风1-2级
2018年11月24日,http://www.tianqihoubao.com/lishi/xian/20181124.html,多云/晴,14℃/3℃,西风1-2级/西风1-2级
2018年11月25日,http://www.tianqihoubao.com/lishi/xian/20181125.html,晴/晴,15℃/0℃,北风1-2级/北风1-2级
2018年11月26日,http://www.tianqihoubao.com/lishi/xian/20181126.html,多云/阴,15℃/0℃,西风3-4级/西风3-4级
2018年11月27日,http://www.tianqihoubao.com/lishi/xian/20181127.html,多云/晴,14℃/3℃,东南风1-2级/东南风1-2级
2018年11月28日,http://www.tianqihoubao.com/lishi/xian/20181128.html,浮尘/霾,14℃/0℃,西南风1-2级/西南风1-2级
2018年11月29日,http://www.tianqihoubao.com/lishi/xian/20181129.html,霾/霾,14℃/3℃,东北风1-2级/东北风1-2级
2018年11月30日,http://www.tianqihoubao.com/lishi/xian/20181130.html,霾/霾,11℃/3℃,西南风1-2级/西南风1-2级
2018年04月01日,http://www.tianqihoubao.com/lishi/xian/20180401.html,少云/晴,28℃/11℃,西南偏西风2/西南偏西风2
2018年04月02日,http://www.tianqihoubao.com/lishi/xian/20180402.html,局部多云/晴,32℃/13℃,西北风1/西北风1
2018年04月03日,http://www.tianqihoubao.com/lishi/xian/20180403.html,晴/少云,32℃/10℃,西风1/西风1
2018年04月04日,http://www.tianqihoubao.com/lishi/xian/20180404.html,晴/零散阵雨,24℃/8℃,东北偏东风4/东北偏东风4
2018年04月05日,http://www.tianqihoubao.com/lishi/xian/20180405.html,多云/局部多云,18℃/6℃,西南偏西风3/西南偏西风3
2018年04月06日,http://www.tianqihoubao.com/lishi/xian/20180406.html,少云/晴,16℃/2℃,西北偏西风4/西北偏西风4
2018年04月07日,http://www.tianqihoubao.com/lishi/xian/20180407.html,晴/晴,19℃/6℃,南风2/南风2
2018年04月08日,http://www.tianqihoubao.com/lishi/xian/20180408.html,晴/晴,27℃/10℃,西南偏南风2/西南偏南风2
2018年04月09日,http://www.tianqihoubao.com/lishi/xian/20180409.html,晴/晴,28℃/11℃,东南偏南风2/东南偏南风2
2018年04月10日,http://www.tianqihoubao.com/lishi/xian/20180410.html,局部多云/局部多云,24℃/11℃,东北风3/东北风3
2018年04月11日,http://www.tianqihoubao.com/lishi/xian/20180411.html,局部多云/局部多云,23℃/11℃,东北偏东风2/东北偏东风2
2018年04月12日,http://www.tianqihoubao.com/lishi/xian/20180412.html,阵雨/雨,16℃/11℃,东北风3/东北风3
2018年04月13日,http://www.tianqihoubao.com/lishi/xian/20180413.html,雨/多云,12℃/9℃,西南偏西风3/西南偏西风3
2018年04月14日,http://www.tianqihoubao.com/lishi/xian/20180414.html,局部多云/局部多云,18℃/6℃,西南偏西风3/西南偏西风3
2018年04月15日,http://www.tianqihoubao.com/lishi/xian/20180415.html,少云/局部多云,21℃/7℃,东北偏北风2/东北偏北风2
2018年04月17日,http://www.tianqihoubao.com/lishi/xian/20180417.html,晴/晴,28℃/12℃,东北偏北风2/东北偏北风2
2018年04月18日,http://www.tianqihoubao.com/lishi/xian/20180418.html,晴/晴,32℃/16℃,东北风3/东北风3
2018年04月19日,http://www.tianqihoubao.com/lishi/xian/20180419.html,少云/局部多云,35℃/18℃,东南偏南风4/东南偏南风4
2018年04月20日,http://www.tianqihoubao.com/lishi/xian/20180420.html,阵雨/零散阵雨,27℃/14℃,西南偏西风3/西南偏西风3
2018年04月21日,http://www.tianqihoubao.com/lishi/xian/20180421.html,雾/阴天,29℃/17℃,西南风2/西南风2
2018年04月22日,http://www.tianqihoubao.com/lishi/xian/20180422.html,零散阵雨/阴天,26℃/14℃,东北风3/东北风3
2018年04月23日,http://www.tianqihoubao.com/lishi/xian/20180423.html,多云/阴天,22℃/15℃,东南偏南风2/东南偏南风2
2018年04月24日,http://www.tianqihoubao.com/lishi/xian/20180424.html,多云/阵雨,18℃/13℃,西南偏西风3/西南偏西风3
2018年04月25日,http://www.tianqihoubao.com/lishi/xian/20180425.html,零散阵雨/局部多云,19℃/10℃,南风2/南风2
2018年04月26日,http://www.tianqihoubao.com/lishi/xian/20180426.html,少云/晴,28℃/12℃,西南偏南风2/西南偏南风2
2018年04月27日,http://www.tianqihoubao.com/lishi/xian/20180427.html,少云/局部多云,30℃/16℃,东北风2/东北风2
2018年04月28日,http://www.tianqihoubao.com/lishi/xian/20180428.html,局部多云/局部多云,28℃/14℃,东南偏东风2/东南偏东风2
2018年04月29日,http://www.tianqihoubao.com/lishi/xian/20180429.html,少云/少云,31℃/16℃,西南偏西风3/西南偏西风3
2018年04月30日,http://www.tianqihoubao.com/lishi/xian/20180430.html,局部多云/多云,30℃/16℃,西南偏西风2/西南偏西风2
2018年12月01日,http://www.tianqihoubao.com/lishi/xian/20181201.html,霾/霾,12℃/2℃,东北风1-2级/东北风1-2级
2018年12月02日,http://www.tianqihoubao.com/lishi/xian/20181202.html,霾/霾,11℃/3℃,西风1-2级/西风1-2级
2018年12月03日,http://www.tianqihoubao.com/lishi/xian/20181203.html,霾/霾,9℃/-1℃,西南风1-2级/西南风1-2级
2018年12月04日,http://www.tianqihoubao.com/lishi/xian/20181204.html,多云/阴,7℃/0℃,东北风1-2级/东北风1-2级
2018年12月05日,http://www.tianqihoubao.com/lishi/xian/20181205.html,小雨/晴,5℃/-1℃,西南风1-2级/西南风1-2级
2018年12月06日,http://www.tianqihoubao.com/lishi/xian/20181206.html,多云/阴,6℃/-2℃,东北风1-2级/东北风1-2级
2018年12月07日,http://www.tianqihoubao.com/lishi/xian/20181207.html,小雪/多云,2℃/-3℃,东北风3-4级/东北风3-4级
2018年12月08日,http://www.tianqihoubao.com/lishi/xian/20181208.html,阴/多云,0℃/-6℃,东北风1-2级/东北风1-2级
2018年12月09日,http://www.tianqihoubao.com/lishi/xian/20181209.html,多云/多云,2℃/-4℃,东北风1-2级/东北风1-2级
2018年12月10日,http://www.tianqihoubao.com/lishi/xian/20181210.html,阴/多云,2℃/-4℃,西北风1-2级/西北风1-2级
2018年12月11日,http://www.tianqihoubao.com/lishi/xian/20181211.html,多云/多云,2℃/-5℃,南风1-2级/南风1-2级
2018年12月12日,http://www.tianqihoubao.com/lishi/xian/20181212.html,晴/晴,3℃/-5℃,北风1-2级/北风1-2级
2018年12月13日,http://www.tianqihoubao.com/lishi/xian/20181213.html,霾/霾,4℃/-5℃,东北风1-2级/东北风1-2级
2018年12月14日,http://www.tianqihoubao.com/lishi/xian/20181214.html,霾/霾,4℃/-2℃,东北风1-2级/东北风1-2级
2018年12月15日,http://www.tianqihoubao.com/lishi/xian/20181215.html,霾/霾,8℃/-2℃,西风1-2级/西风1-2级
2018年12月16日,http://www.tianqihoubao.com/lishi/xian/20181216.html,晴/晴,11℃/-2℃,西南风1-2级/西南风1-2级
2018年12月17日,http://www.tianqihoubao.com/lishi/xian/20181217.html,晴/晴,9℃/-1℃,北风1-2级/北风1-2级
2018年12月18日,http://www.tianqihoubao.com/lishi/xian/20181218.html,霾/阴,10℃/-2℃,西南风1-2级/西南风1-2级
2018年12月19日,http://www.tianqihoubao.com/lishi/xian/20181219.html,阴/晴,9℃/-2℃,东北风1-2级/东北风1-2级
2018年12月20日,http://www.tianqihoubao.com/lishi/xian/20181220.html,霾/霾,8℃/-1℃,东北风1-2级/东北风1-2级
2018年12月21日,http://www.tianqihoubao.com/lishi/xian/20181221.html,阴/阴,8℃/0℃,东北风1-2级/东北风1-2级
2018年12月22日,http://www.tianqihoubao.com/lishi/xian/20181222.html,阴/多云,6℃/-3℃,西风1-2级/西风1-2级
2018年12月23日,http://www.tianqihoubao.com/lishi/xian/20181223.html,多云/阴,4℃/-2℃,东北风1-2级/东北风1-2级
2018年12月24日,http://www.tianqihoubao.com/lishi/xian/20181224.html,阴/阴,2℃/-2℃,北风1-2级/北风1-2级
2018年12月25日,http://www.tianqihoubao.com/lishi/xian/20181225.html,多云/多云,7℃/-1℃,西南风1-2级/西南风1-2级
2018年12月26日,http://www.tianqihoubao.com/lishi/xian/20181226.html,阴/阴,6℃/0℃,东北风1-2级/东北风1-2级
2018年12月27日,http://www.tianqihoubao.com/lishi/xian/20181227.html,小雪/小雪,1℃/-3℃,东北风3-4级/东北风3-4级
2018年12月28日,http://www.tianqihoubao.com/lishi/xian/20181228.html,阴/多云,-1℃/-6℃,东北风1-2级/东北风1-2级
2018年12月29日,http://www.tianqihoubao.com/lishi/xian/20181229.html,多云/多云,0℃/-7℃,东北风1-2级/东北风1-2级
2018年12月30日,http://www.tianqihoubao.com/lishi/xian/20181230.html,晴/多云,3℃/-6℃,东北风3-4级/东北风3-4级
2018年12月31日,http://www.tianqihoubao.com/lishi/xian/20181231.html,晴/晴,2℃/-6℃,北风1-2级/北风1-2级
2018年09月01日,http://www.tianqihoubao.com/lishi/xian/20180901.html,多云/多云,35℃/24℃,东南风3-4级/东南风3-4级
2018年09月02日,http://www.tianqihoubao.com/lishi/xian/20180902.html,多云/多云,31℃/23℃,北风3-4级/北风3-4级
2018年09月03日,http://www.tianqihoubao.com/lishi/xian/20180903.html,多云/晴,31℃/23℃,西南风1-2级/西南风1-2级
2018年09月04日,http://www.tianqihoubao.com/lishi/xian/20180904.html,多云/小雨,31℃/19℃,东北风3-4级/东北风3-4级
2018年09月05日,http://www.tianqihoubao.com/lishi/xian/20180905.html,小雨/阴,23℃/19℃,西南风1-2级/西南风1-2级
2018年09月06日,http://www.tianqihoubao.com/lishi/xian/20180906.html,多云/多云,27℃/17℃,东风1-2级/东风1-2级
2018年09月07日,http://www.tianqihoubao.com/lishi/xian/20180907.html,晴/晴,24℃/15℃,西风1-2级/西风1-2级
2018年09月08日,http://www.tianqihoubao.com/lishi/xian/20180908.html,晴/多云,26℃/15℃,东北风3-4级/东北风3-4级
2018年09月09日,http://www.tianqihoubao.com/lishi/xian/20180909.html,阴/阴,27℃/19℃,东南风3-4级/东南风3-4级
2018年09月10日,http://www.tianqihoubao.com/lishi/xian/20180910.html,多云/多云,28℃/18℃,东南风1-2级/东南风1-2级
2018年09月11日,http://www.tianqihoubao.com/lishi/xian/20180911.html,晴/多云,29℃/20℃,东北风3-4级/东北风3-4级
2018年09月12日,http://www.tianqihoubao.com/lishi/xian/20180912.html,多云/阴,29℃/20℃,东北风1-2级/东北风1-2级
2018年09月13日,http://www.tianqihoubao.com/lishi/xian/20180913.html,阵雨/阴,24℃/18℃,东北风1-2级/东北风1-2级
2018年09月14日,http://www.tianqihoubao.com/lishi/xian/20180914.html,小雨/小雨,21℃/19℃,西风1-2级/西风1-2级
2018年09月15日,http://www.tianqihoubao.com/lishi/xian/20180915.html,中雨/小雨,21℃/16℃,西风1-2级/西风1-2级
2018年09月16日,http://www.tianqihoubao.com/lishi/xian/20180916.html,小雨/小雨,20℃/14℃,北风3-4级/北风3-4级
2018年09月17日,http://www.tianqihoubao.com/lishi/xian/20180917.html,多云/小雨,25℃/14℃,东北风3-4级/东北风3-4级
2018年09月18日,http://www.tianqihoubao.com/lishi/xian/20180918.html,小雨/中雨,20℃/16℃,北风1-2级/北风1-2级
2018年09月19日,http://www.tianqihoubao.com/lishi/xian/20180919.html,小雨/小雨,20℃/16℃,西南风1-2级/西南风1-2级
2018年09月20日,http://www.tianqihoubao.com/lishi/xian/20180920.html,阴/小雨,23℃/13℃,西南风1-2级/西南风1-2级
2018年09月21日,http://www.tianqihoubao.com/lishi/xian/20180921.html,多云/晴,26℃/11℃,西南风1-2级/西南风1-2级
2018年09月22日,http://www.tianqihoubao.com/lishi/xian/20180922.html,晴/晴,26℃/14℃,东北风1-2级/东北风1-2级
2018年09月23日,http://www.tianqihoubao.com/lishi/xian/20180923.html,晴/多云,24℃/14℃,东北风1-2级/东北风1-2级
2018年09月24日,http://www.tianqihoubao.com/lishi/xian/20180924.html,多云/小雨,25℃/16℃,东北风4-5级/东北风4-5级
2018年09月25日,http://www.tianqihoubao.com/lishi/xian/20180925.html,小雨/阴,19℃/15℃,东北风3-4级/东北风3-4级
2018年09月26日,http://www.tianqihoubao.com/lishi/xian/20180926.html,阴/多云,20℃/14℃,东北风3-4级/东北风3-4级
2018年09月27日,http://www.tianqihoubao.com/lishi/xian/20180927.html,小雨/多云,17℃/8℃,西南风1-2级/西南风1-2级
2018年09月28日,http://www.tianqihoubao.com/lishi/xian/20180928.html,晴/晴,25℃/10℃,西南风1-2级/西南风1-2级
2018年09月29日,http://www.tianqihoubao.com/lishi/xian/20180929.html,晴/多云,26℃/11℃,西南风1-2级/西南风1-2级
2018年09月30日,http://www.tianqihoubao.com/lishi/xian/20180930.html,多云/多云,23℃/11℃,东北风1-2级/东北风1-2级
2019年03月01日,http://www.tianqihoubao.com/lishi/xian/20190301.html,小雨/小雨,10℃/2℃,东风1-2级/东风1-2级
2019年03月02日,http://www.tianqihoubao.com/lishi/xian/20190302.html,阴/多云,7℃/1℃,东北风1-2级/东北风1-2级
2019年03月03日,http://www.tianqihoubao.com/lishi/xian/20190303.html,晴/阴,15℃/3℃,东南风1-2级/东南风1-2级
2019年03月04日,http://www.tianqihoubao.com/lishi/xian/20190304.html,阴/阴,15℃/2℃,西南风1-2级/西南风1-2级
2019年03月05日,http://www.tianqihoubao.com/lishi/xian/20190305.html,阴/霾,15℃/2℃,西风1-2级/西风1-2级
2019年03月06日,http://www.tianqihoubao.com/lishi/xian/20190306.html,多云/阴,15℃/4℃,东北风3-4级/东北风3-4级
2019年03月07日,http://www.tianqihoubao.com/lishi/xian/20190307.html,阴/阴,12℃/4℃,东南风3-4级/东南风3-4级
2019年03月08日,http://www.tianqihoubao.com/lishi/xian/20190308.html,阴/阴,12℃/3℃,东北风1-2级/东北风1-2级
2019年03月09日,http://www.tianqihoubao.com/lishi/xian/20190309.html,多云/多云,17℃/2℃,南风1-2级/南风1-2级
2019年03月10日,http://www.tianqihoubao.com/lishi/xian/20190310.html,多云/多云,15℃/3℃,西北风3-4级/西北风3-4级
2019年03月11日,http://www.tianqihoubao.com/lishi/xian/20190311.html,晴/晴,16℃/1℃,西风1-2级/西风1-2级
2019年03月12日,http://www.tianqihoubao.com/lishi/xian/20190312.html,晴/多云,18℃/4℃,东北风3-4级/东北风3-4级
2019年03月13日,http://www.tianqihoubao.com/lishi/xian/20190313.html,阴/多云,12℃/2℃,北风3-4级/北风3-4级
2019年03月14日,http://www.tianqihoubao.com/lishi/xian/20190314.html,多云/多云,20℃/2℃,西风1-2级/西风1-2级
2019年03月15日,http://www.tianqihoubao.com/lishi/xian/20190315.html,多云/多云,19℃/6℃,东北风1-2级/东北风1-2级
2019年03月16日,http://www.tianqihoubao.com/lishi/xian/20190316.html,多云/多云,21℃/6℃,东风1-2级/东风1-2级
2019年03月17日,http://www.tianqihoubao.com/lishi/xian/20190317.html,阴/多云,20℃/7℃,东北风1-2级/东北风1-2级
2019年03月18日,http://www.tianqihoubao.com/lishi/xian/20190318.html,晴/多云,22℃/7℃,西风3-4级/西风3-4级
2019年03月19日,http://www.tianqihoubao.com/lishi/xian/20190319.html,阴/多云,23℃/10℃,东北风1-2级/东北风1-2级
2019年03月20日,http://www.tianqihoubao.com/lishi/xian/20190320.html,多云/多云,26℃/7℃,西风1-2级/西风1-2级
2019年03月21日,http://www.tianqihoubao.com/lishi/xian/20190321.html,阴/阴,15℃/6℃,东风1-2级/东风1-2级
2019年03月22日,http://www.tianqihoubao.com/lishi/xian/20190322.html,阴/多云,15℃/3℃,东北风1-2级/东北风1-2级
2019年03月23日,http://www.tianqihoubao.com/lishi/xian/20190323.html,阴/阴,19℃/4℃,东北风3-4级/东北风3-4级
2019年03月24日,http://www.tianqihoubao.com/lishi/xian/20190324.html,多云/晴,22℃/5℃,南风1-2级/南风1-2级
2019年03月25日,http://www.tianqihoubao.com/lishi/xian/20190325.html,晴/多云,26℃/8℃,东风1-2级/东风1-2级
2019年03月26日,http://www.tianqihoubao.com/lishi/xian/20190326.html,多云/多云,27℃/11℃,东北风1-2级/东北风1-2级
2019年03月27日,http://www.tianqihoubao.com/lishi/xian/20190327.html,阴/阴,26℃/10℃,西南风3-4级/西南风3-4级
2019年03月28日,http://www.tianqihoubao.com/lishi/xian/20190328.html,晴/晴,29℃/8℃,西风3-4级/西风3-4级
2019年03月29日,http://www.tianqihoubao.com/lishi/xian/20190329.html,多云/多云,23℃/9℃,西北风3-4级/西北风3-4级
2019年03月30日,http://www.tianqihoubao.com/lishi/xian/20190330.html,多云/多云,20℃/6℃,东北风3-4级/东北风3-4级
2019年03月31日,http://www.tianqihoubao.com/lishi/xian/20190331.html,多云/多云,19℃/5℃,东北风1-2级/东北风1-2级
2019年02月01日,http://www.tianqihoubao.com/lishi/xian/20190201.html,晴/多云,7℃/-3℃,东北风1-2级/东北风1-2级
2019年02月02日,http://www.tianqihoubao.com/lishi/xian/20190202.html,多云/阴,8℃/-2℃,西风1-2级/西风1-2级
2019年02月03日,http://www.tianqihoubao.com/lishi/xian/20190203.html,晴/多云,9℃/-3℃,西南风3-4级/西南风3-4级
2019年02月04日,http://www.tianqihoubao.com/lishi/xian/20190204.html,多云/多云,11℃/-3℃,东北风1-2级/东北风1-2级
2019年02月05日,http://www.tianqihoubao.com/lishi/xian/20190205.html,阴/阴,10℃/-1℃,东北风1-2级/东北风1-2级
2019年02月06日,http://www.tianqihoubao.com/lishi/xian/20190206.html,霾/多云,12℃/2℃,西风1-2级/西风1-2级
2019年02月07日,http://www.tianqihoubao.com/lishi/xian/20190207.html,阴/阴,5℃/-1℃,东北风3-4级/东北风3-4级
2019年02月08日,http://www.tianqihoubao.com/lishi/xian/20190208.html,小雨/阴,6℃/0℃,西北风1-2级/西北风1-2级
2019年02月09日,http://www.tianqihoubao.com/lishi/xian/20190209.html,阴/中雪,1℃/-3℃,东北风3-4级/东北风3-4级
2019年02月10日,http://www.tianqihoubao.com/lishi/xian/20190210.html,小雪/多云,2℃/-6℃,西风1-2级/西风1-2级
2019年02月11日,http://www.tianqihoubao.com/lishi/xian/20190211.html,晴/多云,5℃/-3℃,东北风1-2级/东北风1-2级
2019年02月12日,http://www.tianqihoubao.com/lishi/xian/20190212.html,霾/霾,9℃/-1℃,东风1-2级/东风1-2级
2019年02月13日,http://www.tianqihoubao.com/lishi/xian/20190213.html,多云/阴,6℃/-1℃,东北风3-4级/东北风3-4级
2019年02月14日,http://www.tianqihoubao.com/lishi/xian/20190214.html,小雨/多云,4℃/-2℃,西南风1-2级/西南风1-2级
2019年02月15日,http://www.tianqihoubao.com/lishi/xian/20190215.html,霾/霾,6℃/-3℃,东北风1-2级/东北风1-2级
2019年02月16日,http://www.tianqihoubao.com/lishi/xian/20190216.html,阴/阴,5℃/-1℃,东北风3-4级/东北风3-4级
2019年02月17日,http://www.tianqihoubao.com/lishi/xian/20190217.html,雨夹雪/中雪,3℃/-1℃,东北风3-4级/东北风3-4级
2019年02月18日,http://www.tianqihoubao.com/lishi/xian/20190218.html,小雨/霾,4℃/-3℃,东北风1-2级/东北风1-2级
2019年02月19日,http://www.tianqihoubao.com/lishi/xian/20190219.html,霾/霾,7℃/0℃,东北风3-4级/东北风3-4级
2019年02月20日,http://www.tianqihoubao.com/lishi/xian/20190220.html,霾/霾,8℃/0℃,东北风3-4级/东北风3-4级
2019年02月21日,http://www.tianqihoubao.com/lishi/xian/20190221.html,霾/霾,5℃/-2℃,北风1-2级/北风1-2级
2019年02月22日,http://www.tianqihoubao.com/lishi/xian/20190222.html,霾/霾,10℃/-1℃,东北风1-2级/东北风1-2级
2019年02月23日,http://www.tianqihoubao.com/lishi/xian/20190223.html,阴/阴,11℃/0℃,东北风3-4级/东北风3-4级
2019年02月24日,http://www.tianqihoubao.com/lishi/xian/20190224.html,霾/霾,13℃/3℃,东北风1-2级/东北风1-2级
2019年02月25日,http://www.tianqihoubao.com/lishi/xian/20190225.html,霾/小雨,15℃/3℃,东北风3-4级/东北风3-4级
2019年02月26日,http://www.tianqihoubao.com/lishi/xian/20190226.html,小雨/小雨,8℃/3℃,东北风3-4级/东北风3-4级
2019年02月27日,http://www.tianqihoubao.com/lishi/xian/20190227.html,霾/霾,9℃/1℃,东北风1-2级/东北风1-2级
2019年02月28日,http://www.tianqihoubao.com/lishi/xian/20190228.html,多云/阴,13℃/3℃,东北风3-4级/东北风3-4级
2018年07月01日,http://www.tianqihoubao.com/lishi/xian/20180701.html,阴/阴,34℃/23℃,东风3-4级/东风3-4级
2018年07月02日,http://www.tianqihoubao.com/lishi/xian/20180702.html,阵雨/阵雨,31℃/21℃,东风3/东风3
2018年07月03日,http://www.tianqihoubao.com/lishi/xian/20180703.html,中雨/暴雨,26℃/21℃,东北风1-2级/东北风1-2级
2018年07月04日,http://www.tianqihoubao.com/lishi/xian/20180704.html,阵雨/阵雨,31℃/21℃,东风3/东风3
2018年07月05日,http://www.tianqihoubao.com/lishi/xian/20180705.html,多云/多云,30℃/21℃,西南风1-2级/西南风1-2级
2018年07月06日,http://www.tianqihoubao.com/lishi/xian/20180706.html,阵雨/阵雨,31℃/21℃,东风3/东风3
2018年07月07日,http://www.tianqihoubao.com/lishi/xian/20180707.html,多云/多云,33℃/23℃,东北风1-2级/东北风1-2级
2018年07月08日,http://www.tianqihoubao.com/lishi/xian/20180708.html,小雨/小雨,30℃/22℃,西风1-2级/西风1-2级
2018年07月09日,http://www.tianqihoubao.com/lishi/xian/20180709.html,阵雨/阵雨,31℃/21℃,东风3/东风3
2018年07月10日,http://www.tianqihoubao.com/lishi/xian/20180710.html,阵雨/阵雨,31℃/21℃,东风3/东风3
2018年07月11日,http://www.tianqihoubao.com/lishi/xian/20180711.html,阵雨/阵雨,31℃/21℃,东风3/东风3
2018年07月12日,http://www.tianqihoubao.com/lishi/xian/20180712.html,阵雨/阵雨,31℃/21℃,东风3/东风3
2018年07月13日,http://www.tianqihoubao.com/lishi/xian/20180713.html,阴/阴,32℃/23℃,北风1-2级/北风1-2级
2018年07月14日,http://www.tianqihoubao.com/lishi/xian/20180714.html,阵雨/多云,33℃/25℃,东北风1-2级/东北风1-2级
2018年07月15日,http://www.tianqihoubao.com/lishi/xian/20180715.html,阵雨/阵雨,31℃/21℃,东风3/东风3
2018年07月16日,http://www.tianqihoubao.com/lishi/xian/20180716.html,阵雨/阵雨,31℃/21℃,东风3/东风3
2018年07月17日,http://www.tianqihoubao.com/lishi/xian/20180717.html,晴/多云,36℃/26℃,东北风1-2级/东北风1-2级
2018年07月18日,http://www.tianqihoubao.com/lishi/xian/20180718.html,阵雨/阵雨,31℃/21℃,东风3/东风3
2018年07月19日,http://www.tianqihoubao.com/lishi/xian/20180719.html,阴/阴,40℃/27℃,东风3-4级/东风3-4级
2018年07月20日,http://www.tianqihoubao.com/lishi/xian/20180720.html,阵雨/阵雨,31℃/21℃,东风3/东风3
2018年07月21日,http://www.tianqihoubao.com/lishi/xian/20180721.html,多云/多云,39℃/27℃,西南风1-2级/西南风1-2级
2018年07月22日,http://www.tianqihoubao.com/lishi/xian/20180722.html,多云/晴,40℃/27℃,东南风1-2级/东南风1-2级
2018年07月23日,http://www.tianqihoubao.com/lishi/xian/20180723.html,阵雨/阵雨,31℃/21℃,东风3/东风3
2018年07月24日,http://www.tianqihoubao.com/lishi/xian/20180724.html,晴/晴,39℃/26℃,西南风1-2级/西南风1-2级
2018年07月25日,http://www.tianqihoubao.com/lishi/xian/20180725.html,多云/晴,39℃/28℃,东风1-2级/东风1-2级
2018年07月26日,http://www.tianqihoubao.com/lishi/xian/20180726.html,阵雨/阵雨,31℃/21℃,东风3/东风3
2018年07月27日,http://www.tianqihoubao.com/lishi/xian/20180727.html,阵雨/晴,37℃/26℃,东风3-4级/东风3-4级
2018年07月28日,http://www.tianqihoubao.com/lishi/xian/20180728.html,多云/阵雨,37℃/26℃,东南风3-4级/东南风3-4级
2018年07月29日,http://www.tianqihoubao.com/lishi/xian/20180729.html,阵雨/阵雨,31℃/21℃,东风3/东风3
2018年07月30日,http://www.tianqihoubao.com/lishi/xian/20180730.html,阵雨/阵雨,35℃/24℃,东风1-2级/东风1-2级
2018年07月31日,http://www.tianqihoubao.com/lishi/xian/20180731.html,阵雨/阵雨,31℃/21℃,东风3/东风3
2018年10月01日,http://www.tianqihoubao.com/lishi/xian/20181001.html,晴/晴,23℃/11℃,南风1-2级/南风1-2级
2018年10月02日,http://www.tianqihoubao.com/lishi/xian/20181002.html,晴/多云,23℃/9℃,东风1-2级/东风1-2级
2018年10月03日,http://www.tianqihoubao.com/lishi/xian/20181003.html,晴/晴,25℃/9℃,东北风1-2级/东北风1-2级
2018年10月04日,http://www.tianqihoubao.com/lishi/xian/20181004.html,晴/多云,25℃/11℃,东北风1-2级/东北风1-2级
